geo_type,region,transportation_type,alternative_name,sub-region,country,date,relative_mobility
city,Honolulu,driving,NA,Hawaii,United States,2020-11-29,59.6
city,Honolulu,driving,NA,Hawaii,United States,2020-11-30,70.14
city,Honolulu,driving,NA,Hawaii,United States,2020-12-01,71.46
city,Honolulu,driving,NA,Hawaii,United States,2020-12-02,71.74
city,Honolulu,driving,NA,Hawaii,United States,2020-12-03,71.91
city,Honolulu,driving,NA,Hawaii,United States,2020-12-04,82.4
city,Honolulu,driving,NA,Hawaii,United States,2020-12-05,81.97
city,Honolulu,driving,NA,Hawaii,United States,2020-12-06,63.79
city,Honolulu,driving,NA,Hawaii,United States,2020-12-07,70.16
city,Honolulu,driving,NA,Hawaii,United States,2020-12-08,72.63
city,Honolulu,driving,NA,Hawaii,United States,2020-12-09,71.24
city,Honolulu,driving,NA,Hawaii,United States,2020-12-10,73.26
city,Honolulu,driving,NA,Hawaii,United States,2020-12-11,85.4
city,Honolulu,driving,NA,Hawaii,United States,2020-12-12,83.32
city,Honolulu,driving,NA,Hawaii,United States,2020-12-13,66.21
city,Honolulu,driving,NA,Hawaii,United States,2020-12-14,73.55
city,Honolulu,driving,NA,Hawaii,United States,2020-12-15,78.84
city,Honolulu,driving,NA,Hawaii,United States,2020-12-16,78.24
city,Honolulu,driving,NA,Hawaii,United States,2020-12-17,79.86
city,Honolulu,driving,NA,Hawaii,United States,2020-12-18,93.32
city,Honolulu,driving,NA,Hawaii,United States,2020-12-19,87.69
city,Honolulu,driving,NA,Hawaii,United States,2020-12-20,70.59
city,Honolulu,driving,NA,Hawaii,United States,2020-12-21,87.45
city,Honolulu,driving,NA,Hawaii,United States,2020-12-22,87.95
city,Honolulu,driving,NA,Hawaii,United States,2020-12-23,96.76
city,Honolulu,driving,NA,Hawaii,United States,2020-12-24,83.01
city,Honolulu,driving,NA,Hawaii,United States,2020-12-25,42.16
city,Honolulu,driving,NA,Hawaii,United States,2020-12-26,66.32
city,Honolulu,driving,NA,Hawaii,United States,2020-12-27,63.31
city,Honolulu,driving,NA,Hawaii,United States,2020-12-28,81.72
city,Honolulu,driving,NA,Hawaii,United States,2020-12-29,83.07
city,Honolulu,driving,NA,Hawaii,United States,2020-12-30,90.85
city,Honolulu,driving,NA,Hawaii,United States,2020-12-31,85.61
city,Honolulu,driving,NA,Hawaii,United States,2021-01-01,63.57
city,Honolulu,driving,NA,Hawaii,United States,2021-01-02,79.3
city,Honolulu,driving,NA,Hawaii,United States,2021-01-03,66.69
city,Honolulu,driving,NA,Hawaii,United States,2021-01-04,77.23
city,Honolulu,driving,NA,Hawaii,United States,2021-01-05,77.56
city,Honolulu,driving,NA,Hawaii,United States,2021-01-06,75.52
city,Honolulu,driving,NA,Hawaii,United States,2021-01-07,77.14
city,Honolulu,driving,NA,Hawaii,United States,2021-01-08,84.27
