geo_type,region,transportation_type,alternative_name,sub-region,country,date,relative_mobility
city,Seattle,driving,NA,Washington,United States,2020-03-27,54.29
city,Seattle,driving,NA,Washington,United States,2020-03-28,47.93
city,Seattle,driving,NA,Washington,United States,2020-03-29,43.16
city,Seattle,driving,NA,Washington,United States,2020-03-30,49.1
city,Seattle,driving,NA,Washington,United States,2020-03-31,52.05
city,Seattle,driving,NA,Washington,United States,2020-04-01,53.83
city,Seattle,driving,NA,Washington,United States,2020-04-02,52.99
city,Seattle,driving,NA,Washington,United States,2020-04-03,58.93
city,Seattle,driving,NA,Washington,United States,2020-04-04,54.44
city,Seattle,driving,NA,Washington,United States,2020-04-05,44.38
city,Seattle,driving,NA,Washington,United States,2020-04-06,54.43
city,Seattle,driving,NA,Washington,United States,2020-04-07,56.21
city,Seattle,driving,NA,Washington,United States,2020-04-08,58.36
city,Seattle,driving,NA,Washington,United States,2020-04-09,60.26
city,Seattle,driving,NA,Washington,United States,2020-04-10,67.15
city,Seattle,driving,NA,Washington,United States,2020-04-11,59.7
city,Seattle,driving,NA,Washington,United States,2020-04-12,44.89
city,Seattle,driving,NA,Washington,United States,2020-04-13,57.45
city,Seattle,driving,NA,Washington,United States,2020-04-14,59.67
city,Seattle,driving,NA,Washington,United States,2020-04-15,63.98
city,Seattle,driving,NA,Washington,United States,2020-04-16,65.95
city,Seattle,driving,NA,Washington,United States,2020-04-17,72.16
city,Seattle,driving,NA,Washington,United States,2020-04-18,63.04
city,Seattle,driving,NA,Washington,United States,2020-04-19,56.46
city,Seattle,driving,NA,Washington,United States,2020-04-20,65.27
city,Seattle,driving,NA,Washington,United States,2020-04-21,61.34
city,Seattle,driving,NA,Washington,United States,2020-04-22,61.09
city,Seattle,driving,NA,Washington,United States,2020-04-23,65.62
city,Seattle,driving,NA,Washington,United States,2020-04-24,74.79
city,Seattle,driving,NA,Washington,United States,2020-04-25,69.68
city,Seattle,driving,NA,Washington,United States,2020-04-26,57.89
city,Seattle,driving,NA,Washington,United States,2020-04-27,65.61
city,Seattle,driving,NA,Washington,United States,2020-04-28,67.11
city,Seattle,driving,NA,Washington,United States,2020-04-29,69.1
city,Seattle,driving,NA,Washington,United States,2020-04-30,72.43
city,Seattle,driving,NA,Washington,United States,2020-05-01,84.28
city,Seattle,driving,NA,Washington,United States,2020-05-02,71.53
city,Seattle,driving,NA,Washington,United States,2020-05-03,63.05
city,Seattle,driving,NA,Washington,United States,2020-05-04,72.73
city,Seattle,driving,NA,Washington,United States,2020-05-05,80.3
city,Seattle,driving,NA,Washington,United States,2020-05-06,77.21
city,Seattle,driving,NA,Washington,United States,2020-05-07,85.33
city,Seattle,driving,NA,Washington,United States,2020-05-08,100.16
city,Seattle,driving,NA,Washington,United States,2020-05-09,97.42
city,Seattle,driving,NA,Washington,United States,2020-05-10,76.31
city,Seattle,driving,NA,Washington,United States,2020-05-11,NA
city,Seattle,driving,NA,Washington,United States,2020-05-12,NA
city,Seattle,driving,NA,Washington,United States,2020-05-13,87.1
city,Seattle,driving,NA,Washington,United States,2020-05-14,90.15
city,Seattle,driving,NA,Washington,United States,2020-05-15,109.22
city,Seattle,driving,NA,Washington,United States,2020-05-16,90.43
city,Seattle,driving,NA,Washington,United States,2020-05-17,80.87
city,Seattle,driving,NA,Washington,United States,2020-05-18,93.04
city,Seattle,driving,NA,Washington,United States,2020-05-19,96.05
city,Seattle,driving,NA,Washington,United States,2020-05-20,94.78
city,Seattle,driving,NA,Washington,United States,2020-05-21,97.15
city,Seattle,driving,NA,Washington,United States,2020-05-22,115.62
city,Seattle,driving,NA,Washington,United States,2020-05-23,105.36
city,Seattle,driving,NA,Washington,United States,2020-05-24,91.17
city,Seattle,driving,NA,Washington,United States,2020-05-25,78.55
city,Seattle,driving,NA,Washington,United States,2020-05-26,100.3
city,Seattle,driving,NA,Washington,United States,2020-05-27,107.78
city,Seattle,driving,NA,Washington,United States,2020-05-28,109.49
city,Seattle,driving,NA,Washington,United States,2020-05-29,125.05
city,Seattle,driving,NA,Washington,United States,2020-05-30,99.07
city,Seattle,driving,NA,Washington,United States,2020-05-31,86.27
city,Seattle,driving,NA,Washington,United States,2020-06-01,105.39
city,Seattle,driving,NA,Washington,United States,2020-06-02,105.19
city,Seattle,driving,NA,Washington,United States,2020-06-03,112.73
city,Seattle,driving,NA,Washington,United States,2020-06-04,112.01
city,Seattle,driving,NA,Washington,United States,2020-06-05,126.11
city,Seattle,driving,NA,Washington,United States,2020-06-06,114.78
city,Seattle,driving,NA,Washington,United States,2020-06-07,95.27
city,Seattle,driving,NA,Washington,United States,2020-06-08,108.67
city,Seattle,driving,NA,Washington,United States,2020-06-09,108.86
city,Seattle,driving,NA,Washington,United States,2020-06-10,120.18
city,Seattle,driving,NA,Washington,United States,2020-06-11,123.64
city,Seattle,driving,NA,Washington,United States,2020-06-12,140.5
city,Seattle,driving,NA,Washington,United States,2020-06-13,121.4
city,Seattle,driving,NA,Washington,United States,2020-06-14,107.5
city,Seattle,driving,NA,Washington,United States,2020-06-15,113.97
city,Seattle,driving,NA,Washington,United States,2020-06-16,123.87
city,Seattle,driving,NA,Washington,United States,2020-06-17,131.26
city,Seattle,driving,NA,Washington,United States,2020-06-18,139.66
city,Seattle,driving,NA,Washington,United States,2020-06-19,157.97
city,Seattle,driving,NA,Washington,United States,2020-06-20,134.27
city,Seattle,driving,NA,Washington,United States,2020-06-21,108.02
city,Seattle,driving,NA,Washington,United States,2020-06-22,137.75
city,Seattle,driving,NA,Washington,United States,2020-06-23,138.2
city,Seattle,driving,NA,Washington,United States,2020-06-24,138.92
city,Seattle,driving,NA,Washington,United States,2020-06-25,149.86
city,Seattle,driving,NA,Washington,United States,2020-06-26,160.67
city,Seattle,driving,NA,Washington,United States,2020-06-27,132.83
city,Seattle,driving,NA,Washington,United States,2020-06-28,115.15
city,Seattle,driving,NA,Washington,United States,2020-06-29,134.72
city,Seattle,driving,NA,Washington,United States,2020-06-30,134.79
city,Seattle,driving,NA,Washington,United States,2020-07-01,140.59
city,Seattle,driving,NA,Washington,United States,2020-07-02,151.08
city,Seattle,driving,NA,Washington,United States,2020-07-03,144.39
city,Seattle,driving,NA,Washington,United States,2020-07-04,107.6
city,Seattle,driving,NA,Washington,United States,2020-07-05,108.4
city,Seattle,driving,NA,Washington,United States,2020-07-06,131.36
city,Seattle,driving,NA,Washington,United States,2020-07-07,133.51
city,Seattle,driving,NA,Washington,United States,2020-07-08,142.06
city,Seattle,driving,NA,Washington,United States,2020-07-09,145.64
city,Seattle,driving,NA,Washington,United States,2020-07-10,162.75
city,Seattle,driving,NA,Washington,United States,2020-07-11,141.72
city,Seattle,driving,NA,Washington,United States,2020-07-12,116.62
city,Seattle,driving,NA,Washington,United States,2020-07-13,139.45
city,Seattle,driving,NA,Washington,United States,2020-07-14,146.56
city,Seattle,driving,NA,Washington,United States,2020-07-15,150.73
city,Seattle,driving,NA,Washington,United States,2020-07-16,147.89
city,Seattle,driving,NA,Washington,United States,2020-07-17,158.81
city,Seattle,driving,NA,Washington,United States,2020-07-18,153
city,Seattle,driving,NA,Washington,United States,2020-07-19,128.59
city,Seattle,driving,NA,Washington,United States,2020-07-20,144.94
city,Seattle,driving,NA,Washington,United States,2020-07-21,147.3
city,Seattle,driving,NA,Washington,United States,2020-07-22,142.88
city,Seattle,driving,NA,Washington,United States,2020-07-23,145.12
city,Seattle,driving,NA,Washington,United States,2020-07-24,164.59
city,Seattle,driving,NA,Washington,United States,2020-07-25,154.92
city,Seattle,driving,NA,Washington,United States,2020-07-26,130.33
city,Seattle,driving,NA,Washington,United States,2020-07-27,146.59
city,Seattle,driving,NA,Washington,United States,2020-07-28,147.12
city,Seattle,driving,NA,Washington,United States,2020-07-29,151.08
city,Seattle,driving,NA,Washington,United States,2020-07-30,157.32
city,Seattle,driving,NA,Washington,United States,2020-07-31,173.91
city,Seattle,driving,NA,Washington,United States,2020-08-01,152.8
city,Seattle,driving,NA,Washington,United States,2020-08-02,129.62
city,Seattle,driving,NA,Washington,United States,2020-08-03,143.94
city,Seattle,driving,NA,Washington,United States,2020-08-04,152.29
city,Seattle,driving,NA,Washington,United States,2020-08-05,155.66
city,Seattle,driving,NA,Washington,United States,2020-08-06,151.15
city,Seattle,driving,NA,Washington,United States,2020-08-07,171.62
city,Seattle,driving,NA,Washington,United States,2020-08-08,146.33
city,Seattle,driving,NA,Washington,United States,2020-08-09,132.81
city,Seattle,driving,NA,Washington,United States,2020-08-10,144.51
city,Seattle,driving,NA,Washington,United States,2020-08-11,146.42
city,Seattle,driving,NA,Washington,United States,2020-08-12,148.72
city,Seattle,driving,NA,Washington,United States,2020-08-13,154.47
city,Seattle,driving,NA,Washington,United States,2020-08-14,174.98
city,Seattle,driving,NA,Washington,United States,2020-08-15,160.49
city,Seattle,driving,NA,Washington,United States,2020-08-16,135.81
city,Seattle,driving,NA,Washington,United States,2020-08-17,146.1
city,Seattle,driving,NA,Washington,United States,2020-08-18,146.46
city,Seattle,driving,NA,Washington,United States,2020-08-19,150.54
city,Seattle,driving,NA,Washington,United States,2020-08-20,154.2
city,Seattle,driving,NA,Washington,United States,2020-08-21,166.87
city,Seattle,driving,NA,Washington,United States,2020-08-22,156.74
city,Seattle,driving,NA,Washington,United States,2020-08-23,131.5
city,Seattle,driving,NA,Washington,United States,2020-08-24,142.15
city,Seattle,driving,NA,Washington,United States,2020-08-25,147.73
city,Seattle,driving,NA,Washington,United States,2020-08-26,153
city,Seattle,driving,NA,Washington,United States,2020-08-27,156.43
city,Seattle,driving,NA,Washington,United States,2020-08-28,174.23
city,Seattle,driving,NA,Washington,United States,2020-08-29,152.99
city,Seattle,driving,NA,Washington,United States,2020-08-30,130.39
city,Seattle,driving,NA,Washington,United States,2020-08-31,142.95
city,Seattle,driving,NA,Washington,United States,2020-09-01,151.98
city,Seattle,driving,NA,Washington,United States,2020-09-02,152.75
city,Seattle,driving,NA,Washington,United States,2020-09-03,157.15
city,Seattle,driving,NA,Washington,United States,2020-09-04,180.24
city,Seattle,driving,NA,Washington,United States,2020-09-05,150.59
city,Seattle,driving,NA,Washington,United States,2020-09-06,131.2
city,Seattle,driving,NA,Washington,United States,2020-09-07,129.78
city,Seattle,driving,NA,Washington,United States,2020-09-08,152.57
city,Seattle,driving,NA,Washington,United States,2020-09-09,146.23
city,Seattle,driving,NA,Washington,United States,2020-09-10,151.91
city,Seattle,driving,NA,Washington,United States,2020-09-11,158.72
city,Seattle,driving,NA,Washington,United States,2020-09-12,132.85
city,Seattle,driving,NA,Washington,United States,2020-09-13,107.71
city,Seattle,driving,NA,Washington,United States,2020-09-14,128.75
city,Seattle,driving,NA,Washington,United States,2020-09-15,131.77
city,Seattle,driving,NA,Washington,United States,2020-09-16,134.79
city,Seattle,driving,NA,Washington,United States,2020-09-17,137.37
city,Seattle,driving,NA,Washington,United States,2020-09-18,158.54
city,Seattle,driving,NA,Washington,United States,2020-09-19,145.44
city,Seattle,driving,NA,Washington,United States,2020-09-20,117.72
city,Seattle,driving,NA,Washington,United States,2020-09-21,125.47
city,Seattle,driving,NA,Washington,United States,2020-09-22,133.71
city,Seattle,driving,NA,Washington,United States,2020-09-23,139.88
city,Seattle,driving,NA,Washington,United States,2020-09-24,135.07
city,Seattle,driving,NA,Washington,United States,2020-09-25,152.6
city,Seattle,driving,NA,Washington,United States,2020-09-26,142.95
city,Seattle,driving,NA,Washington,United States,2020-09-27,115.96
city,Seattle,driving,NA,Washington,United States,2020-09-28,128.85
city,Seattle,driving,NA,Washington,United States,2020-09-29,132.06
city,Seattle,driving,NA,Washington,United States,2020-09-30,135.16
city,Seattle,driving,NA,Washington,United States,2020-10-01,137.59
city,Seattle,driving,NA,Washington,United States,2020-10-02,156.56
city,Seattle,driving,NA,Washington,United States,2020-10-03,144.28
city,Seattle,driving,NA,Washington,United States,2020-10-04,107.33
city,Seattle,driving,NA,Washington,United States,2020-10-05,122.75
city,Seattle,driving,NA,Washington,United States,2020-10-06,128.63
city,Seattle,driving,NA,Washington,United States,2020-10-07,130.3
city,Seattle,driving,NA,Washington,United States,2020-10-08,130.09
city,Seattle,driving,NA,Washington,United States,2020-10-09,154.58
city,Seattle,driving,NA,Washington,United States,2020-10-10,135.05
city,Seattle,driving,NA,Washington,United States,2020-10-11,102.07
city,Seattle,driving,NA,Washington,United States,2020-10-12,118.12
city,Seattle,driving,NA,Washington,United States,2020-10-13,122.84
city,Seattle,driving,NA,Washington,United States,2020-10-14,129.25
city,Seattle,driving,NA,Washington,United States,2020-10-15,132.58
city,Seattle,driving,NA,Washington,United States,2020-10-16,150.37
city,Seattle,driving,NA,Washington,United States,2020-10-17,142.87
city,Seattle,driving,NA,Washington,United States,2020-10-18,105.72
city,Seattle,driving,NA,Washington,United States,2020-10-19,119.55
city,Seattle,driving,NA,Washington,United States,2020-10-20,123.57
city,Seattle,driving,NA,Washington,United States,2020-10-21,124.89
city,Seattle,driving,NA,Washington,United States,2020-10-22,129.69
city,Seattle,driving,NA,Washington,United States,2020-10-23,143.13
city,Seattle,driving,NA,Washington,United States,2020-10-24,142.47
city,Seattle,driving,NA,Washington,United States,2020-10-25,108.08
city,Seattle,driving,NA,Washington,United States,2020-10-26,114.35
city,Seattle,driving,NA,Washington,United States,2020-10-27,120.91
city,Seattle,driving,NA,Washington,United States,2020-10-28,124.26
city,Seattle,driving,NA,Washington,United States,2020-10-29,129.25
city,Seattle,driving,NA,Washington,United States,2020-10-30,148.3
city,Seattle,driving,NA,Washington,United States,2020-10-31,136.24
city,Seattle,driving,NA,Washington,United States,2020-11-01,101.74
city,Seattle,driving,NA,Washington,United States,2020-11-02,113.46
city,Seattle,driving,NA,Washington,United States,2020-11-03,112.46
city,Seattle,driving,NA,Washington,United States,2020-11-04,107.22
city,Seattle,driving,NA,Washington,United States,2020-11-05,113.89
city,Seattle,driving,NA,Washington,United States,2020-11-06,127.85
city,Seattle,driving,NA,Washington,United States,2020-11-07,118
city,Seattle,driving,NA,Washington,United States,2020-11-08,94.96
city,Seattle,driving,NA,Washington,United States,2020-11-09,103.81
city,Seattle,driving,NA,Washington,United States,2020-11-10,109.34
city,Seattle,driving,NA,Washington,United States,2020-11-11,120.36
city,Seattle,driving,NA,Washington,United States,2020-11-12,104.37
city,Seattle,driving,NA,Washington,United States,2020-11-13,126.27
city,Seattle,driving,NA,Washington,United States,2020-11-14,115.69
city,Seattle,driving,NA,Washington,United States,2020-11-15,87.15
city,Seattle,driving,NA,Washington,United States,2020-11-16,100.12
city,Seattle,driving,NA,Washington,United States,2020-11-17,101.23
city,Seattle,driving,NA,Washington,United States,2020-11-18,103.84
city,Seattle,driving,NA,Washington,United States,2020-11-19,104.73
city,Seattle,driving,NA,Washington,United States,2020-11-20,120.14
city,Seattle,driving,NA,Washington,United States,2020-11-21,112.95
city,Seattle,driving,NA,Washington,United States,2020-11-22,82.65
city,Seattle,driving,NA,Washington,United States,2020-11-23,103.6
city,Seattle,driving,NA,Washington,United States,2020-11-24,111.68
city,Seattle,driving,NA,Washington,United States,2020-11-25,117.9
city,Seattle,driving,NA,Washington,United States,2020-11-26,51.81
city,Seattle,driving,NA,Washington,United States,2020-11-27,95.37
city,Seattle,driving,NA,Washington,United States,2020-11-28,94.84
city,Seattle,driving,NA,Washington,United States,2020-11-29,83.9
city,Seattle,driving,NA,Washington,United States,2020-11-30,101.12
city,Seattle,driving,NA,Washington,United States,2020-12-01,104.74
city,Seattle,driving,NA,Washington,United States,2020-12-02,111
city,Seattle,driving,NA,Washington,United States,2020-12-03,106.91
city,Seattle,driving,NA,Washington,United States,2020-12-04,127.37
city,Seattle,driving,NA,Washington,United States,2020-12-05,117.03
city,Seattle,driving,NA,Washington,United States,2020-12-06,86.94
city,Seattle,driving,NA,Washington,United States,2020-12-07,100.31
city,Seattle,driving,NA,Washington,United States,2020-12-08,104.74
city,Seattle,driving,NA,Washington,United States,2020-12-09,108.89
city,Seattle,driving,NA,Washington,United States,2020-12-10,109.84
city,Seattle,driving,NA,Washington,United States,2020-12-11,123.44
city,Seattle,driving,NA,Washington,United States,2020-12-12,118.52
city,Seattle,driving,NA,Washington,United States,2020-12-13,85.11
city,Seattle,driving,NA,Washington,United States,2020-12-14,104.93
city,Seattle,driving,NA,Washington,United States,2020-12-15,109.63
city,Seattle,driving,NA,Washington,United States,2020-12-16,116.24
city,Seattle,driving,NA,Washington,United States,2020-12-17,117.32
city,Seattle,driving,NA,Washington,United States,2020-12-18,133.54
city,Seattle,driving,NA,Washington,United States,2020-12-19,118.08
city,Seattle,driving,NA,Washington,United States,2020-12-20,92.75
city,Seattle,driving,NA,Washington,United States,2020-12-21,125.04
city,Seattle,driving,NA,Washington,United States,2020-12-22,132.62
city,Seattle,driving,NA,Washington,United States,2020-12-23,142.83
city,Seattle,driving,NA,Washington,United States,2020-12-24,102.08
city,Seattle,driving,NA,Washington,United States,2020-12-25,47.77
city,Seattle,driving,NA,Washington,United States,2020-12-26,88.9
city,Seattle,driving,NA,Washington,United States,2020-12-27,82.71
city,Seattle,driving,NA,Washington,United States,2020-12-28,113.76
city,Seattle,driving,NA,Washington,United States,2020-12-29,113.03
city,Seattle,driving,NA,Washington,United States,2020-12-30,117.55
city,Seattle,driving,NA,Washington,United States,2020-12-31,112.14
city,Seattle,driving,NA,Washington,United States,2021-01-01,77.19
city,Seattle,driving,NA,Washington,United States,2021-01-02,96
city,Seattle,driving,NA,Washington,United States,2021-01-03,82.3
city,Seattle,driving,NA,Washington,United States,2021-01-04,100.76
city,Seattle,driving,NA,Washington,United States,2021-01-05,103.73
city,Seattle,driving,NA,Washington,United States,2021-01-06,103.06
city,Seattle,driving,NA,Washington,United States,2021-01-07,105.69
city,Seattle,driving,NA,Washington,United States,2021-01-08,117.46
city,Seattle,driving,NA,Washington,United States,2021-01-09,109.34
city,Seattle,driving,NA,Washington,United States,2021-01-10,89.06
city,Seattle,driving,NA,Washington,United States,2021-01-11,98.83
city,Seattle,driving,NA,Washington,United States,2021-01-12,102.36
city,Seattle,driving,NA,Washington,United States,2021-01-13,116.84
city,Seattle,driving,NA,Washington,United States,2021-01-14,112.1
city,Seattle,driving,NA,Washington,United States,2021-01-15,123.5
city,Seattle,driving,NA,Washington,United States,2021-01-16,115.43
city,Seattle,driving,NA,Washington,United States,2021-01-17,92.62
city,Seattle,driving,NA,Washington,United States,2021-01-18,110.38
city,Seattle,driving,NA,Washington,United States,2021-01-19,105.28
city,Seattle,driving,NA,Washington,United States,2021-01-20,103.4
city,Seattle,driving,NA,Washington,United States,2021-01-21,105.44
city,Seattle,driving,NA,Washington,United States,2021-01-22,124.62
city,Seattle,driving,NA,Washington,United States,2021-01-23,119.95
city,Seattle,driving,NA,Washington,United States,2021-01-24,84.84
city,Seattle,driving,NA,Washington,United States,2021-01-25,101.58
city,Seattle,driving,NA,Washington,United States,2021-01-26,105.64
city,Seattle,driving,NA,Washington,United States,2021-01-27,105.26
city,Seattle,driving,NA,Washington,United States,2021-01-28,106.99
city,Seattle,driving,NA,Washington,United States,2021-01-29,122.69
city,Seattle,driving,NA,Washington,United States,2021-01-30,114.56
city,Seattle,driving,NA,Washington,United States,2021-01-31,90.18
city,Seattle,driving,NA,Washington,United States,2021-02-01,102.15
city,Seattle,driving,NA,Washington,United States,2021-02-02,105.12
city,Seattle,driving,NA,Washington,United States,2021-02-03,110.74
city,Seattle,driving,NA,Washington,United States,2021-02-04,109.28
city,Seattle,driving,NA,Washington,United States,2021-02-05,124.48
city,Seattle,driving,NA,Washington,United States,2021-02-06,120.07
city,Seattle,driving,NA,Washington,United States,2021-02-07,88.89
city,Seattle,driving,NA,Washington,United States,2021-02-08,104.38
city,Seattle,driving,NA,Washington,United States,2021-02-09,109.39
city,Seattle,driving,NA,Washington,United States,2021-02-10,115.69
city,Seattle,driving,NA,Washington,United States,2021-02-11,109.12
city,Seattle,driving,NA,Washington,United States,2021-02-12,112.83
city,Seattle,driving,NA,Washington,United States,2021-02-13,50.53
city,Seattle,driving,NA,Washington,United States,2021-02-14,50.43
city,Seattle,driving,NA,Washington,United States,2021-02-15,78.41
city,Seattle,driving,NA,Washington,United States,2021-02-16,106.89
city,Seattle,driving,NA,Washington,United States,2021-02-17,113.73
city,Seattle,driving,NA,Washington,United States,2021-02-18,115.74
city,Seattle,driving,NA,Washington,United States,2021-02-19,130.05
city,Seattle,driving,NA,Washington,United States,2021-02-20,126.98
city,Seattle,driving,NA,Washington,United States,2021-02-21,96.92
city,Seattle,driving,NA,Washington,United States,2021-02-22,104.4
city,Seattle,driving,NA,Washington,United States,2021-02-23,109.73
city,Seattle,driving,NA,Washington,United States,2021-02-24,116.83
city,Seattle,driving,NA,Washington,United States,2021-02-25,116.8
city,Seattle,driving,NA,Washington,United States,2021-02-26,136.31
city,Seattle,driving,NA,Washington,United States,2021-02-27,139.07
city,Seattle,driving,NA,Washington,United States,2021-02-28,103.36
city,Seattle,driving,NA,Washington,United States,2021-03-01,111.53
city,Seattle,driving,NA,Washington,United States,2021-03-02,112.95
city,Seattle,driving,NA,Washington,United States,2021-03-03,126.1
city,Seattle,driving,NA,Washington,United States,2021-03-04,124.12
city,Seattle,driving,NA,Washington,United States,2021-03-05,136.19
city,Seattle,driving,NA,Washington,United States,2021-03-06,138.63
city,Seattle,driving,NA,Washington,United States,2021-03-07,105.1
city,Seattle,driving,NA,Washington,United States,2021-03-08,114.38
city,Seattle,driving,NA,Washington,United States,2021-03-09,116.99
city,Seattle,driving,NA,Washington,United States,2021-03-10,126.49
city,Seattle,driving,NA,Washington,United States,2021-03-11,133.5
city,Seattle,driving,NA,Washington,United States,2021-03-12,NA
city,Seattle,driving,NA,Washington,United States,2021-03-13,145.99
city,Seattle,driving,NA,Washington,United States,2021-03-14,103.64
city,Seattle,driving,NA,Washington,United States,2021-03-15,117.17
city,Seattle,driving,NA,Washington,United States,2021-03-16,124.76
city,Seattle,driving,NA,Washington,United States,2021-03-17,134.04
city,Seattle,driving,NA,Washington,United States,2021-03-18,131.69
city,Seattle,driving,NA,Washington,United States,2021-03-19,149.08
city,Seattle,driving,NA,Washington,United States,2021-03-20,144.31
city,Seattle,driving,NA,Washington,United States,2021-03-21,110.69
city,Seattle,driving,NA,Washington,United States,2021-03-22,123.53
city,Seattle,driving,NA,Washington,United States,2021-03-23,128.04
city,Seattle,driving,NA,Washington,United States,2021-03-24,132.57
city,Seattle,driving,NA,Washington,United States,2021-03-25,136.17
city,Seattle,driving,NA,Washington,United States,2021-03-26,155.64
city,Seattle,driving,NA,Washington,United States,2021-03-27,152.93
city,Seattle,driving,NA,Washington,United States,2021-03-28,110.92
city,Seattle,driving,NA,Washington,United States,2021-03-29,126.03
city,Seattle,driving,NA,Washington,United States,2021-03-30,132.82
city,Seattle,driving,NA,Washington,United States,2021-03-31,141.06
city,Seattle,driving,NA,Washington,United States,2021-04-01,138.39
city,Seattle,driving,NA,Washington,United States,2021-04-02,158
city,Seattle,driving,NA,Washington,United States,2021-04-03,149.78
city,Seattle,driving,NA,Washington,United States,2021-04-04,99.01
city,Seattle,driving,NA,Washington,United States,2021-04-05,135.89
