"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16","X2021.09.17","X2021.09.18","X2021.09.19","X2021.09.20","X2021.09.21","X2021.09.22","X2021.09.23","X2021.09.24","X2021.09.25","X2021.09.26","X2021.09.27","X2021.09.28","X2021.09.29","X2021.09.30","X2021.10.01","X2021.10.02","X2021.10.03","X2021.10.04","X2021.10.05","X2021.10.06","X2021.10.07","X2021.10.08","X2021.10.09","X2021.10.10","X2021.10.11","X2021.10.12","X2021.10.13","X2021.10.14","X2021.10.15","X2021.10.16","X2021.10.17","X2021.10.18","X2021.10.19","X2021.10.20","X2021.10.21","X2021.10.22","X2021.10.23","X2021.10.24","X2021.10.25","X2021.10.26","X2021.10.27","X2021.10.28","X2021.10.29","X2021.10.30","X2021.10.31","X2021.11.01","X2021.11.02","X2021.11.03","X2021.11.04","X2021.11.05","X2021.11.06","X2021.11.07","X2021.11.08","X2021.11.09","X2021.11.10","X2021.11.11","X2021.11.12","X2021.11.13","X2021.11.14","X2021.11.15","X2021.11.16","X2021.11.17","X2021.11.18","X2021.11.19","X2021.11.20","X2021.11.21","X2021.11.22","X2021.11.23","X2021.11.24","X2021.11.25","X2021.11.26","X2021.11.27","X2021.11.28","X2021.11.29","X2021.11.30","X2021.12.01","X2021.12.02","X2021.12.03","X2021.12.04","X2021.12.05","X2021.12.06","X2021.12.07","X2021.12.08","X2021.12.09","X2021.12.10","X2021.12.11","X2021.12.12","X2021.12.13","X2021.12.14","X2021.12.15","X2021.12.16","X2021.12.17","X2021.12.18","X2021.12.19","X2021.12.20","X2021.12.21","X2021.12.22","X2021.12.23","X2021.12.24","X2021.12.25","X2021.12.26","X2021.12.27","X2021.12.28","X2021.12.29","X2021.12.30","X2021.12.31","X2022.01.01","X2022.01.02","X2022.01.03","X2022.01.04","X2022.01.05","X2022.01.06","X2022.01.07","X2022.01.08","X2022.01.09","X2022.01.10","X2022.01.11","X2022.01.12","X2022.01.13","X2022.01.14","X2022.01.15","X2022.01.16","X2022.01.17","X2022.01.18","X2022.01.19","X2022.01.20","X2022.01.21","X2022.01.22","X2022.01.23","X2022.01.24","X2022.01.25","X2022.01.26","X2022.01.27","X2022.01.28","X2022.01.29","X2022.01.30","X2022.01.31","X2022.02.01","X2022.02.02","X2022.02.03","X2022.02.04","X2022.02.05","X2022.02.06","X2022.02.07","X2022.02.08","X2022.02.09","X2022.02.10","X2022.02.11","X2022.02.12","X2022.02.13","X2022.02.14","X2022.02.15","X2022.02.16","X2022.02.17","X2022.02.18","X2022.02.19","X2022.02.20","X2022.02.21","X2022.02.22","X2022.02.23","X2022.02.24","X2022.02.25","X2022.02.26","X2022.02.27","X2022.02.28","X2022.03.01","X2022.03.02","X2022.03.03","X2022.03.04","X2022.03.05","X2022.03.06","X2022.03.07","X2022.03.08","X2022.03.09","X2022.03.10","X2022.03.11","X2022.03.12","X2022.03.13","X2022.03.14","X2022.03.15","X2022.03.16","X2022.03.17","X2022.03.18","X2022.03.19","X2022.03.20","X2022.03.21","X2022.03.22","X2022.03.23","X2022.03.24","X2022.03.25","X2022.03.26","X2022.03.27","X2022.03.28","X2022.03.29","X2022.03.30","X2022.03.31","X2022.04.01","X2022.04.02","X2022.04.03","X2022.04.04","X2022.04.05","X2022.04.06","X2022.04.07","X2022.04.08","X2022.04.09","X2022.04.10","X2022.04.11","X2022.04.12"
"800","city","Seattle","driving","","Washington","United States",100,91.43,105.28,128.93,150.42,141.85,108.22,123.71,145.34,149.76,153.1,159.6,146.06,108.72,132.12,138.89,138.23,143.06,162.97,142.48,100.12,128.32,131.85,148.3,164,168.64,152.01,117.18,133.89,138.72,140.45,149.84,173.7,145.92,116.91,134.13,138.51,140.62,145.04,157.15,146.45,108.6,126.8,136.55,142.72,154.23,166.7,154.1,113.82,124.53,126.05,128.11,124.27,133.98,124.09,94.17,111.49,111.23,107.96,103.41,105.68,92.01,73.69,83.85,77.18,76.27,76.65,82.7,67.93,51.79,61.44,59.44,56.51,50.48,54.29,47.93,43.16,49.1,52.05,53.83,52.99,58.93,54.44,44.38,54.43,56.21,58.36,60.26,67.15,59.7,44.89,57.45,59.67,63.98,65.95,72.16,63.04,56.46,65.27,61.34,61.09,65.62,74.79,69.68,57.89,65.61,67.11,69.1,72.43,84.28,71.53,63.05,72.73,80.3,77.21,85.33,100.16,97.42,76.31,NA,NA,87.1,90.15,109.22,90.43,80.87,93.04,96.05,94.78,97.15,115.62,105.36,91.17,78.55,100.3,107.78,109.49,125.05,99.07,86.27,105.39,105.19,112.73,112.01,126.11,114.78,95.27,108.67,108.86,120.18,123.64,140.5,121.4,107.5,113.97,123.87,131.26,139.66,157.97,134.27,108.02,137.75,138.2,138.92,149.86,160.67,132.83,115.15,134.72,134.79,140.59,151.08,144.39,107.6,108.4,131.36,133.51,142.06,145.64,162.75,141.72,116.62,139.45,146.56,150.73,147.89,158.81,153,128.59,144.94,147.3,142.88,145.12,164.59,154.92,130.33,146.59,147.12,151.08,157.32,173.91,152.8,129.62,143.94,152.29,155.66,151.15,171.62,146.33,132.81,144.51,146.42,148.72,154.47,174.98,160.49,135.81,146.1,146.46,150.54,154.2,166.87,156.74,131.5,142.15,147.73,153,156.43,174.23,152.99,130.39,142.95,151.98,152.75,157.15,180.24,150.59,131.2,129.78,152.57,146.23,151.91,158.72,132.85,107.71,128.75,131.77,134.79,137.37,158.54,145.44,117.72,125.47,133.71,139.88,135.07,152.6,142.95,115.96,128.85,132.06,135.16,137.59,156.56,144.28,107.33,122.75,128.63,130.3,130.09,154.58,135.05,102.07,118.12,122.84,129.25,132.58,150.37,142.87,105.72,119.55,123.57,124.89,129.69,143.13,142.47,108.08,114.35,120.91,124.26,129.25,148.3,136.24,101.74,113.46,112.46,107.22,113.89,127.85,118,94.96,103.81,109.34,120.36,104.37,126.27,115.69,87.15,100.12,101.23,103.84,104.73,120.14,112.95,82.65,103.6,111.68,117.9,51.81,95.37,94.84,83.9,101.12,104.74,111,106.91,127.37,117.03,86.94,100.31,104.74,108.89,109.84,123.44,118.52,85.11,104.93,109.63,116.24,117.32,133.54,118.08,92.75,125.04,132.62,142.83,102.08,47.77,88.9,82.71,113.76,113.03,117.55,112.14,77.19,96,82.3,100.76,103.73,103.06,105.69,117.46,109.34,89.06,98.83,102.36,116.84,112.1,123.5,115.43,92.62,110.38,105.28,103.4,105.44,124.62,119.95,84.84,101.58,105.64,105.26,106.99,122.69,114.56,90.18,102.15,105.12,110.74,109.28,124.48,120.07,88.89,104.38,109.39,115.69,109.12,112.83,50.53,50.43,78.41,106.89,113.73,115.74,130.05,126.98,96.92,104.4,109.73,116.83,116.8,136.31,139.07,103.36,111.53,112.95,126.1,124.12,136.19,138.63,105.1,114.38,116.99,126.49,133.5,NA,145.99,103.64,117.17,124.76,134.04,131.69,149.08,144.31,110.69,123.53,128.04,132.57,136.17,155.64,152.93,110.92,126.03,132.82,141.06,138.39,158,149.78,99.01,135.89,138.4,138.69,145.59,157.3,154.58,124.39,134.09,134.21,141.85,148.44,173.5,170.2,133.59,135.44,141.72,145.94,144.15,161.72,149.38,119.73,131.16,134.92,140.19,147.28,165.56,158.94,128.16,131.51,138.78,143.91,146.4,171.96,163.62,122.55,137.17,144.51,148.74,158.28,181.42,175.4,140.92,137.83,146.4,149.27,156.06,175.46,166.87,127.5,141.21,146.3,157.08,160.08,190.81,173.43,139.3,134.03,160.04,164.87,164.62,187.77,168.91,129.91,149.3,159.01,168.88,175.12,198.8,193.64,142.79,160.85,168.72,180.84,191.9,220.5,201.08,155.82,179.34,181.9,187.98,195.31,215.23,205.02,166.86,176.42,179.42,183.02,190.11,205.14,179.15,143.39,148.38,183.89,187.28,193.85,221.95,205.66,166.42,182.97,184.78,189.99,199.74,214.61,218.51,172.34,182.31,184.29,190.94,199.27,220.26,203.49,164.87,179.29,185.66,192.32,195.92,213.02,187.89,155.37,175.68,180.16,190.32,192.49,205.48,188.29,156.99,176.42,189.86,192.54,194.74,209.61,190.7,160.25,169.15,173.04,183.21,187.61,202.8,188.55,146.98,173.33,175.48,178.13,182.96,204.13,197.36,156.2,167.27,171.07,178.67,184.95,201.91,174.04,149.17,142.22,174.11,177.14,182.38,201.78,203.48,148.4,165.92,170.28,177.38,180.07,200.46,189.76,144.62,166.75,178.07,179.21,183.91,213.21,212.13,143.92,163.83,171.61,175.79,180.2,210.33,206.39,151.22,161.05,168.3,169.67,187.43,206.5,199.06,143.65,158,163.85,167,174.26,201.5,200.85,143.23,159.02,166.25,173.94,174.78,197.83,197.14,142.13,166.73,169.7,174.18,190.77,200.47,207.18,149.25,157.68,165.63,167.36,170.08,194.16,177.1,135.12,150.08,170.32,174.83,184.98,198.3,187.26,138.22,160.78,169.89,175.28,184.59,200.48,200.08,150.95,172.88,187.19,203.63,98.49,161.59,154.98,128.67,156.56,163.99,167.7,172.09,200.51,188.5,147.61,162.56,168.77,177.36,181.71,205.47,188.7,142.97,166.8,177.07,188.99,193.14,215.25,192.33,155.24,182.56,185.58,198.47,194.76,130.82,70.76,77.62,98.31,109.8,132.54,100.34,117.53,97.37,106.12,140.24,145.49,149.54,156.03,170.01,159.97,132.68,140.95,150.55,150.7,154.92,176.78,167.38,131.54,150.85,145.96,146.81,153.86,173.16,169.71,128.42,141.44,147.1,146.33,162.47,182.53,172.86,129.08,147.82,151.94,157.23,162.1,182.93,176.57,143.15,149.96,155.97,161.78,166.54,196.31,194.56,139.01,161.01,158.34,152.77,168.07,200.13,180.57,145.24,162.03,156.41,163.43,166.46,192.43,179.9,139.82,164.22,172.95,182.16,185.4,201.98,198.51,156.6,164.3,169.66,179.43,179.31,197.62,199.28,149.35,164.38,172.28,185.47,187.03,216.2,197.55,155.12,NA,186.39,186.27,191.89,220.98,211.26,168.59,169.23,178.19,191.83,195.01,214.18,205.84,153.73,176.71,177.41,195.47,208.84,216.78,199.24,148.58,168.87,175.94
"801","city","Seattle","transit","","Washington","United States",100,96.87,91.73,98.76,101.14,87.91,74.18,85.34,96.4,101,96.28,101.77,84.87,67.68,91.74,90.86,91.42,94.16,101.58,82.44,69.04,86.72,87.53,91.01,96.06,100.93,88.72,74.21,87.83,91.12,93.78,96.92,106.16,87.23,77.76,93.15,99.91,100.33,100.63,106.4,86.98,70.28,87.48,91.37,92.77,98.57,104.73,101.58,72.42,80.1,79.48,79.71,75.94,75.1,71.83,56.04,65.82,63.26,59.54,53.57,50.86,41.79,35.71,37.39,31.54,30.28,28.25,28.76,24.23,20.55,23.25,21.11,19.25,17.98,17.77,15.88,15.89,17.38,17.2,17.98,17.33,17.59,15.43,14.52,18.36,18.04,17.65,17.9,17.79,16.11,14.29,17.78,17.71,17.37,18.58,17.9,16.59,15.73,18.92,17.55,16.27,17.39,18.34,15.96,16.48,18.32,18.23,18.66,18.65,19.91,17.27,16.14,20.77,20.31,19.37,21.27,21.44,21.04,18.22,NA,NA,20.82,21.23,21.39,18.69,18.53,21.87,21.87,21.28,21.53,21.71,20.75,19.92,19.45,24.3,25.16,24.79,25.85,22.61,20.83,25.81,25.55,28.45,25.48,27.79,25.66,24.47,27.85,27.54,30.25,30.6,34.59,27.67,27.11,28.87,30.78,32.19,33.96,35.81,29.91,27.1,35.88,35.32,34.62,35.14,35.92,30.13,28.89,35.21,33.39,33.79,34.12,35.62,27.09,27.62,34.91,33.86,35.28,34.47,35.64,32.38,28.02,36.36,36.02,36.07,35.87,34.32,33.16,30.94,36.23,37.1,37.56,34.8,35.14,35.13,32.06,38.23,37.99,38.04,37.71,38.05,35.96,32.76,39.55,38.8,40,36.97,39.33,34.8,32.96,38.73,38.36,36.88,39.27,39.95,38.22,34.7,40.48,40.16,39.93,40.14,40.13,38.62,33.52,39.32,40.8,40.65,42.01,41.55,36.73,34.07,40.28,42.16,41,42.33,44.71,39.88,36.61,37.74,41.74,40.84,40.92,39.14,31.78,30.2,37.04,37.18,39.12,41.53,39.67,41.62,39.2,42.03,43.23,39.24,41.26,42.02,40.59,37.54,43.81,43.72,41.29,40.44,43.31,40.58,34.15,39.83,39.81,39.23,38.61,42.86,37.5,29.92,37.2,35.41,37.3,37.97,40.94,40.13,32.58,36,36.08,35.21,38.43,38.01,38.27,31.66,35.56,35.27,36.41,36.38,39.44,36.85,31.83,36.05,31.89,33.06,35.06,37.06,34.66,31.06,33.33,34.02,36.91,31.46,37.57,32.86,28.01,30.26,30.03,29.58,30.67,32.58,31.23,25.17,29.44,30.58,28.69,18.21,27.91,26.76,27.1,29.9,29.91,31.22,28.63,33.5,30.19,26.91,31.16,29.57,31.1,28.73,30.68,28.9,25.78,31.11,30.44,31.66,30.74,31.2,28.5,26.64,30.37,32.76,30.3,24.88,14.57,24.67,24.23,31.95,29.9,29.41,28.69,22.41,27.1,26.96,31.76,32.03,31.58,32.15,33.18,31.3,26.74,31.39,31.62,33.92,32.39,34.88,33.01,28.71,33,33.16,32.31,30.61,35.45,33.8,26.72,32.11,32.86,32.04,30.27,33.91,29.59,26.99,32.28,32.73,34.18,32.62,35.76,34.23,28.78,32.78,33.88,34.82,33.33,37.29,49.65,40.77,34.58,35.54,36.15,35.95,36.31,36.3,31.02,34.69,35.21,37.97,35.68,38.23,38.04,32.97,37.78,38.21,40.31,36.81,40.44,40.35,32.55,37.82,38.78,39.11,40.44,NA,41.73,31.83,37.56,40.5,41.89,37.94,42.99,41.83,35.06,40.64,43.13,40,42.8,45.42,46.46,35.12,42.93,42.93,43.88,45.08,47.03,45.98,35.71,46.58,46.82,46.04,46.8,48.53,49.73,42.69,43.6,45.23,47.09,48.46,55.13,55.65,44.95,47.42,49.02,48.61,50.03,52.73,48.97,42.34,47.25,46.14,47.25,49,54.2,52.15,46.32,47.53,49.25,48.6,49.2,53.33,49.46,41.98,51.13,50.01,53.49,54.65,61.43,63.3,54.1,52.25,55.04,54.61,56.78,62.73,59.19,50.72,53.53,54.35,57.81,56.26,69.04,70.2,59.33,60.35,65.63,64.67,64.17,71.13,63.46,51.78,64.36,65.05,67.59,71.96,72.26,71.84,57.98,72.26,72.63,76.3,79.49,85.14,78.99,66.68,76.26,77.35,78.72,80.31,84.41,79.25,68.53,69.85,73.51,75.9,81.14,87.23,80,71.44,73.44,82.93,85.2,86.01,93.98,88.89,79.37,83.3,83.58,83.81,85.92,88.71,89.23,77.99,84.95,82.27,85.02,90.21,96.19,90.98,81.94,83.05,86.62,86.5,87.72,90.88,82.26,74.17,81.78,80.34,86.28,87.12,89.79,83.07,74.16,82.52,89.41,88.21,87.91,89.57,83.61,76.03,81.36,80.62,81.03,83.67,85.59,83.02,68.4,79.08,77.59,78.58,81.12,88.05,84.28,72.34,79.75,79.92,85.26,87.51,89.97,84.2,75.79,75.73,88.3,82.43,85.35,89.6,86.04,69.61,83.26,81.7,82.28,83.09,86.64,82.76,74.37,86.29,91.29,93.76,99.65,112.64,110.71,85.36,102.8,111.45,120.6,115.84,130.95,121.69,99,123.63,117.47,115.35,125.03,125.33,115.24,88.34,103.03,104.58,105.64,109.28,119.77,112.1,85.24,98.85,103.3,103.52,106.92,119.09,108.43,80.02,102.26,100.24,100.92,106.87,112.63,109.54,88.49,93.18,94.72,96.86,98.61,111,97.35,77.13,89.42,92.93,101.09,100.05,111.16,102.35,79.82,88.16,95.24,97.96,96.1,105.4,101.35,86.51,92.56,99.06,97.15,51.68,85.62,75.14,66.78,86.24,87.95,89.13,90.75,104.4,91.95,82.46,88.56,86.82,89.61,92.42,98.95,92.06,75.58,88.48,89.79,92.17,92.97,94.05,80.89,72.79,77.67,75.52,77.62,73.21,54.03,35,83.3,101.52,99.12,93.91,81.9,76.19,59.29,68.45,81.09,82.03,80.4,80,82.48,78.69,74.2,79.01,77.79,81.74,79.58,89.62,90.51,73.76,76.16,77.28,75.97,79.37,88.89,85.82,68.26,72.59,78.06,75.83,84.13,90.99,86.61,68.84,83.06,86.72,85.48,87.34,95.12,90.73,75.87,83.87,84.91,89.25,90.94,98.77,103.07,78.03,88.37,85.37,83.17,90.54,101.88,94.71,78.52,85.09,89.16,88.91,91.99,101.91,92.41,74.99,85.91,94.17,95.2,96.96,105.6,104.23,84.28,92.59,97.04,102.3,100.54,108.53,106.67,88.06,92.46,94.22,102.96,101.19,116.48,101.6,82.94,NA,101.32,98.96,102.19,114.18,105.92,95.92,106.67,110.55,109.6,112.2,118.97,116.07,91.16,107.16,107.95,117.21,123.07,122.27,107.59,87.11,103.55,104.27
